"Census Blockgroup","Children","Children_wNULLvalues","Elderly","Elderly_wNULLvalues","NonWhite","NonWhite_wNullvalues","Poverty","Poverty_wNULLvalues","Education","Education_wNULLvalues","English","English_wNULLvalues","Elevation","SeaLevelRise","Precipitation","Diabetes","MentalHealth","Asthma","Disability","Disability_wNULLvalues","HousingQuality","Homeless","LivAlone","LivAlone_wNULLvalues","FloodHealthIndex","FloodHealthIndex_Quintiles"
"060750122012","0.05616366728",,"0.12399930017","0.12399930017","0.696002","0.696002","0.46154071619","0.46154071619","0.81699606435","0.81699606435","0.11200206052","0.11200206052","70.6417","0","0","7.9","30.47","3.8247","0.21899947903","0.21899947903","12.685","19.2683","0.59399786662","0.59399786662","63.7997","5"
"060750354001","0.13302698245","0.13302698245","0.13896657298","0.13896657298","0.640087","0.640087","0.24645773798","0.24645773798","0.79680828493","0.79680828493","0.16296077089",,"-5","0.0942422","0.0139764","6.4259","10.77","2.5215","0.1179716368","0.1179716368","2.75027","1.8757","0.26093732863","0.26093732863","63.5992","5"
"060750228022","0.1336931347","0.1336931347","0.17000012957","0.17000012957","0.663999","0.663999","0.45444721287","0.45444721287","0.81600107925","0.81600107925","0.09600004041",,"37.951","0","0.00346149","13.8871","36.958","6.7285","0.15100009683","0.15100009683","2.15471","14.0072","0.20800038628","0.20800038628","63.5795","5"
"060750209002","0.139742","0.139742","0.094","0.094","0.661","0.661","0.464475","0.464475","0.804","0.804","0.181","0.181","35.3238","0","0.00251554","13.9","37.03","6.7351","0.12","0.12","6.46552","3.2195","0.288","0.288","63.5462","5"
"060750264042","0.21115088834","0.21115088834","0.113213448","0.113213448","0.981456",,"0.42413271142","0.42413271142","0.679280688","0.679280688","0.207883314","0.207883314","29.5647","0","0.0136077","10.9437","16.4253","7.3306","0.094669866","0.094669866","1.56863","17.613","0.147372678","0.147372678","63.2594","5"
"060750107002","0.094333","0.094333","0.243","0.243","0.798","0.798","0.559217","0.559217","0.54","0.54","0.609","0.609","81.3358","0","0","6.4","20.43","5.0582","0.187","0.187","17.1603","4.9374","0.408","0.408","63.1664","5"
"060750162003","0.08179675461","0.08179675461","0.06999979","0.06999979","0.412002","0.412002","0.3229640311","0.3229640311","0.976997069","0.976997069","0.035999892",,"53.8268","0","0.00975911","15.5","63.75","12.9674","0.090999727","0.090999727","8.61731","3.7988","0.641998074","0.641998074","63.1661","5"
"060750229013","0.203623","0.203623","0.071","0.071","0.752","0.752","0.422373","0.422373","0.706","0.706","0.203","0.203","29.0997","0","0.00938619","13.9","37.03","6.7351","0.115","0.115","3.20233","3.2195","0.242","0.242","62.9194","5"
"060750264041","0.2133701945","0.2133701945","0.11440317459","0.11440317459","0.981262",,"0.42859066549","0.42859066549","0.68641969425","0.68641969425","0.21006793296","0.21006793296","54.5295","0","0.0109524","11.2","16.81","7.5022","0.09566484028","0.09566484028","3.96826","17.613","0.14892151929",,"62.9061","5"
"060750228032","0.151459","0.151459","0.068","0.068","0.704","0.704","0.342664","0.342664","0.789","0.789","0.183","0.183","21.83","0","0.00825946","13.9","37.03","6.7351","0.09","0.09","5.12821","3.2195","0.238","0.238","62.8994","5"
"060759805011","0.12705903031",,"0.22200002884","0.22200002884","0.9",,"0.64352905137","0.64352905137","0.63700013727","0.63700013727","0.35200003348","0.35200003348","94.9613","0","0.00138564","11.0656","16.6967","7.367","0.20000001804",,"0.855798","11.2762","0.30700003163",,"62.5663","5"
"060750229022","0.092276","0.092276","0.094","0.094","0.675","0.675","0.25935","0.25935","0.808","0.808","0.064",,"24.1614","0","0.00763633","13.9","37.03","6.7351","0.101","0.101","6.97674","3.2195","0.169","0.169","62.5594","5"
"060750124023","0.07014385504",,"0.11999956874","0.11999956874","0.591002","0.591002","0.44746208994","0.44746208994","0.94899645552","0.94899645552","0.14499978122","0.14499978122","63.1238","0","0","11.7082","47.146","8.4059","0.20899934697","0.20899934697","4.64157","19.2682","0.6909975135","0.6909975135","62.4997","5"
"060750202003","0.08218702735","0.08218702735","0.1170000319","0.1170000319","0.485","0.485","0.32824606215","0.32824606215","0.89800034211","0.89800034211","0.0790000167",,"29.806","0","0.00143536","14.961","49.5961","8.6608","0.17800002705","0.17800002705","6.90845","2.1589","0.51400014444","0.51400014444","62.1929","5"
"060750202001","0.08218681274","0.08218681274","0.11699975304","0.11699975304","0.485001","0.485001","0.32824556461","0.32824556461","0.89799778841","0.89799778841","0.07900006628",,"33.3276","0","0.00058145","15.9328","61.7193","10.5806","0.17799969998","0.17799969998","6.08167","3.9499","0.51399889123","0.51399889123","62.1796","5"
"060750257011","0.18549609932","0.18549609932","0.1540000806","0.1540000806","0.79","0.79","0.26153820854","0.26153820854","0.66000048796","0.66000048796","0.16200011158","0.16200011158","24.6128","0","0.0155898","11.1151","16.8817","7.3889","0.08200007056","0.08200007056","2.13163","3.2195","0.18700011783","0.18700011783","61.9327","5"
"060750258001","0.21514456971","0.21514456971","0.13999972","0.13999972","0.892","0.892","0.42619514761","0.42619514761","0.702998594","0.702998594","0.185999628","0.185999628","45.8064","0","0.00715435","11.2","16.81","7.5022","0.111999776","0.111999776","2.82486","3.2195","0.211999576","0.211999576","61.9261","5"
"060750162002","0.0817970089",,"0.07000001822","0.07000001822","0.412","0.412","0.32296505824","0.32296505824","0.97700020832","0.97700020832","0.03600000923",,"44.1598","0","0.0450285","15.5","63.75","12.9674","0.09100002884","0.09100002884","2.58398","3.7988","0.6420001285","0.6420001285","61.8727","5"
"060750615001","0.09275074068",,"0.05695686902",,"0.490386","0.490386","0.17181789469","0.17181789469","0.96426962734","0.96426962734","0.08093870718",,"-6.34025","0.159217","0.00156751","3.4437","30.822","2.2718","0.08093871141",,"9.61098","19.2139","0.47364127833","0.47364127833","61.8192","5"
"060750257023","0.21690508524","0.21690508524","0.15000009792","0.15000009792","0.906",,"0.42490210399","0.42490210399","0.59300048306","0.59300048306","0.1870000908","0.1870000908","67.1251","0","0.0266926","11.2","16.81","7.5022","0.06600006053","0.06600006053","0.237586","3.2195","0.08700016498",,"61.2794","5"
"060750230032","0.17438098557","0.17438098557","0.12399996185","0.12399996185","0.908",,"0.22273501139","0.22273501139","0.79399977768","0.79399977768","0.12800009669",,"16.4502","0","0.0034909","23.2","38.58","16.1156","0.07099999088","0.07099999088","7.07483","17.613","0.16099995841",,"61.2128","4"
"060750228033","0.15145863616","0.15145863616","0.06799992372","0.06799992372","0.704","0.704","0.34266318722","0.34266318722","0.78899846672","0.78899846672","0.1829993873",,"29.3621","0","0.0052607","13.9","37.03","6.7351","0.08999982443","0.08999982443","5.97371","3.2195","0.23799949368","0.23799949368","60.8928","4"
"060750259001","0.14364468523",,"0.16499958661","0.16499958661","0.793001",,"0.17523200497","0.17523200497","0.81399759884","0.81399759884","0.15299973299","0.15299973299","94.2554","0","0.0132547","11.2","16.81","7.5022","0.10199975158","0.10199975158","2.82768","3.2195","0.27799911999",,"60.5728","4"
"060750259002","0.143645","0.143645","0.165","0.165","0.793","0.793","0.175232","0.175232","0.814","0.814","0.153","0.153","79.9126","0","0.00651091","11.2","16.81","7.5022","0.102","0.102","4.62963","3.2195","0.278","0.278","60.5595","4"
"060750231032","0.45225605339",,"0.03499792976",,"0.926005",,"0.84009828462","0.84009828462","0.74095463091","0.74095463091","0.0849947563",,"-6","0.0362374","0.0026704","23.1997","38.5795","16.1154","0.12599226671",,"2.1395","17.613","0.29098214901",,"60.5593","4"
"060750159001","0.09820026637","0.09820026637","0.22799838308","0.22799838308","0.609003","0.609003","0.41279101616","0.41279101616","0.92499339464","0.92499339464","0.19499858152",,"99.2734","0","0.000176121","9.9799","26.8223","4.6275","0.13999903329","0.13999903329","3.54251","3.7988","0.50699643238","0.50699643238","60.5397","4"
"060750118001","0.143678","0.143678","0.205","0.205","0.933",,"0.72931","0.72931","0.547","0.547","0.643","0.643","28.3231","0","0","6.376","9.1248","3.6293","0.156","0.156","9.21558","4.9374","0.388","0.388","60.513","4"
"060750209004","0.13974181753","0.13974181753","0.09399996151","0.09399996151","0.660999","0.660999","0.4644739008","0.4644739008","0.80400015807","0.80400015807","0.18099955493",,"59.004","0","0.000293284","13.9","37.03","6.7351","0.11999983322","0.11999983322","11.9367","3.2195","0.2880002609","0.2880002609","60.193","4"
"060750110001","0.049595","0.049595","0.103","0.103","0.538","0.538","0.272864","0.272864","0.844","0.844","0.133","0.133","140.196","0","0.00632962","7.9","30.47","3.8247","0.059",,"8.8632","4.9374","0.432","0.432","60.1662","4"
"060750104003","0.08983904781","0.08983904781","0.14200009186","0.14200009186","0.435","0.435","0.1739632957","0.1739632957","0.95000038582","0.95000038582","0.08300017097",,"-0.671813","0.00110015","0.000293607","5.9398","21.1124","4.6945","0.07700007094","0.07700007094","10.4167","4.9374","0.48500024547","0.48500024547","60.1661","4"
"060750261001","0.173549","0.173549","0.171","0.171","0.892","0.892","0.277262","0.277262","0.756","0.756","0.285","0.285","127.25","0","0.0413164","8.2","14.28","4.4834","0.106","0.106","3.64742","0.5207","0.212","0.212","59.6128","4"
"060750332011","0.02107000092",,"0.04900000328","0.04900000328","0.542","0.542","0.6781770078","0.6781770078","0.92500001484","0.92500001484","0.1720000029","0.1720000029","26.0138","0","0.0148146","8","13.81","3.9498","0.09100000187","0.09100000187","0.190422","0.2606","0.33400000563","0.33400000563","59.6127","4"
"060750209001","0.13974172052","0.13974172052","0.093999812","0.093999812","0.661001","0.661001","0.46447407105","0.46447407105","0.803998392","0.803998392","0.180999638","0.180999638","49.5745","0","0","13.9","37.03","6.7351","0.11999976","0.11999976","9.91854","3.2195","0.287999424","0.287999424","59.533","4"
"060750232003","0.2551520187","0.2551520187","0.1010000133","0.1010000133","0.943",,"0.42764502388","0.42764502388","0.71000008514","0.71000008514","0.09200001372",,"28.884","0","0.000801244","23.2","38.58","16.1156","0.10800000761","0.10800000761","10.0942","17.613","0.26600001726","0.26600001726","59.5196","4"
"060750119021","0.032","0.032","0.158","0.158","0.564","0.564","0.384762","0.384762","0.893","0.893","0.094",,"109.138","0","0.0017554","6.4","8.63","3.6429","0.078","0.078","10.3905","4.9374","0.681","0.681","59.4863","4"
"060750111003","0.060557","0.060557","0.144","0.144","0.455","0.455","0.221957","0.221957","0.881","0.881","0.149","0.149","145.4","0","0.00124836","7.9","30.47","3.8247","0.127","0.127","11.2534","4.811","0.563","0.563","59.4797","4"
"060750256001","0.1586590099","0.1586590099","0.16300000822","0.16300000822","0.824","0.824","0.26963101396","0.26963101396","0.77200003523","0.77200003523","0.21600000865","0.21600000865","70.5451","0","0.0713831","8.6647","14.7205","4.9416","0.09500000438","0.09500000438","2.51099","1.158","0.19400000998","0.19400000998","59.2794","4"
"060750230012","0.15826590288","0.15826590288","0.17899979802","0.17899979802","0.946","0.946","0.4965762871","0.4965762871","0.61899976104","0.61899976104","0.23499969106","0.23499969106","47.8371","0","0","23.2","38.58","16.1156","0.10699987533","0.10699987533","1.86666","17.613","0.16699986858","0.16699986858","59.253","4"
"060750251003","0.131897","0.131897","0.113","0.113","0.48","0.48","0.217519","0.217519","0.957","0.957","0.027",,"-9.22917","0","0.0263384","15.8421","37.3265","8.6989","0.086","0.086","4.45037","3.5196","0.225","0.225","59.2393","4"
"060750151002","0.00724307459",,"0.35400033545","0.35400033545","0.402999","0.402999","0.15306656815","0.15306656815","0.92300157002","0.92300157002","0.06200021799",,"130.129","0","0.000956471","7.9","30.47","3.8247","0.19300028186","0.19300028186","4.90712","1.9599","0.69000096625","0.69000096625","59.1997","4"
"060750127001","0.1180559588","0.1180559588","0.11091368086","0.11091368086","0.195389","0.195389","0.11261922862","0.11261922862","0.9369287964","0.9369287964","0.01848561367",,"-7.31167","0.329432","0.036074","0","5.1518","0","0.09826563148","0.09826563148","4.94624","0.3398","0.48646352757","0.48646352757","58.899","4"
"060750103002","0.103083","0.103083","0.205","0.205","0.434","0.434","0.323516","0.323516","0.853","0.853","0.097","0.097","39.3251","0","0.00252754","6.4","20.43","5.0582","0.077","0.077","4.2838","3.7836","0.36","0.36","58.8862","4"
"060750228011","0.15701606923","0.15701606923","0.06900007981","0.06900007981","0.549","0.549","0.29384533439","0.29384533439","0.84100056023","0.84100056023","0.07400014866","0.07400014866","5.65703","0","0.0781005","13.9","37.03","6.7351","0.05900008685","0.05900008685","2.95921","6.5987","0.28800031454","0.28800031454","58.886","4"
"060750615006","0.0902233465","0.0902233465","0.05540482282",,"0.504273","0.504273","0.1671359512","0.1671359512","0.93799388783","0.93799388783","0.07873318837",,"-6.32806","0.181343","0.0020022","5.3243","17.9054","2.5178","0.0787331533",,"0.652315","18.7256","0.46073478138","0.46073478138","58.8725","4"
"060750477012","0.11753","0.11753","0.178","0.178","0.634","0.634","0.252739","0.252739","0.85","0.85","0.238","0.238","128.83","0","0.0124882","4.3","12.69","2.7109","0.091","0.091","6.18101","4.6154","0.395","0.395","58.8595","4"
"060750113002","0.10039139765","0.10039139765","0.311998128","0.311998128","0.811001","0.811001","0.56784059294","0.56784059294","0.496997018","0.496997018","0.486997078","0.486997078","93.1945","0","0","6.4","8.6307","3.643","0.22999862","0.22999862","7.07447","4.9374","0.391997648","0.391997648","58.8464","4"
"060750120002","0.04434477828","0.04434477828","0.1199994","0.1199994","0.540002","0.540002","0.47136964314","0.47136964314","0.952995235","0.952995235","0.122999385","0.122999385","116.033","0","0.00126996","7.9","30.47","3.8247","0.078999605","0.078999605","19.9275","4.8098","0.67599662","0.67599662","58.813","4"
"060750354005","0.133059","0.133059","0.139","0.139","0.64","0.64","0.246517","0.246517","0.797","0.797","0.163","0.163","10.6801","0","0.0211538","6.4379","10.7931","2.5324","0.118","0.118","2.40892","1.8472","0.261","0.261","58.606","4"
"060750264023","0.185283","0.185283","0.165","0.165","0.91","0.91","0.178459","0.178459","0.823","0.823","0.167","0.167","113.151","0","0.00725477","11.2","16.81","7.5022","0.101","0.101","3.79987","17.613","0.216","0.216","58.2262","4"
"060759802001","0.06999647612",,"0.39399512161","0.39399512161","0.282829","0.282829","0.10499521324",,"0.94758320819","0.94758320819","0.17555225673",,"-5.2","0.00887451","0.000448397","4.3","12.69","2.7109","0.00000000105","0.00000000105","0","4.5683","0.46980177888",,"58.2261","4"
"060750155001","0.06851108725",,"0.33700065017","0.33700065017","0.518998","0.518998","0.38986224017","0.38986224017","0.85900237176","0.85900237176","0.22400001605",,"124.54","0","0","9.9906","26.8014","4.6314","0.27300027314","0.27300027314","3.21285","3.7988","0.53100172196","0.53100172196","58.2131","4"
"060750103001","0.103083","0.103083","0.205","0.205","0.434","0.434","0.323516","0.323516","0.853","0.853","0.097","0.097","12.9121","0","0.000997978","6.4012","20.4383","5.0572","0.077","0.077","6.3063","3.0599","0.36","0.36","58.2129","4"
"060750120001","0.044345","0.044345","0.12","0.12","0.54","0.54","0.471372","0.471372","0.953","0.953","0.123","0.123","130.962","0","0.00103708","7.9","30.47","3.8247","0.079","0.079","9.62334","4.8097","0.676","0.676","58.153","4"
"060750478011","0.103535","0.103535","0.212","0.212","0.684","0.684","0.229067","0.229067","0.895","0.895","0.215","0.215","109.527","0","0.0153392","4.3","12.69","2.7109","0.14","0.14","1.78731","4.6154","0.297","0.297","57.9128","4"
"060750226001","0.08659412808","0.08659412808","0.04039623",,"0.460422","0.460422","0.06906889697","0.06906889697","0.951235035","0.951235035","0.020198115",,"-7.8","0.126973","0.00341955","8.2462","12.1195","3.8996","0.02308356",,"2.95858","17.2145","0.30393354","0.30393354","57.8858","4"
"060750203001","0.07823770737","0.07823770737","0.12299953693","0.12299953693","0.348003","0.348003","0.2084152475","0.2084152475","0.94799643005","0.94799643005","0.03399988353",,"56.4383","0","0.0206499","6.6741","9.7732","3.6492","0.10499962402","0.10499962402","8.90588","2.1589","0.4389983711","0.4389983711","57.8594","4"
"060750179021","0.14911596893","0.14911596893","0.02330006307",,"0.754453",,"0.63735796683","0.63735796683","0.79489052159","0.79489052159","0.02150776116",,"-7.58461","0.380881","0.0000759257","97.3687","0.9466","0.2787","0.15234654544","0.15234654544","0","17.579","0.06273097875",,"57.5926","4"
"060750209003","0.139742","0.139742","0.094","0.094","0.661","0.661","0.464475","0.464475","0.804","0.804","0.181","0.181","53.5594","0","0","13.9","37.03","6.7351","0.12","0.12","7.1736","3.2195","0.288","0.288","57.5397","4"
"060750168023","0.03857888426",,"0.078999763","0.078999763","0.422002","0.422002","0.25245224264","0.25245224264","0.902997291","0.902997291","0.03999988",,"57.0685","0","0","15.5","63.75","12.9674","0.124999625","0.124999625","8.61424","3.4252","0.556998329","0.556998329","57.4997","4"
"060750314002","0.11263508875","0.11263508875","0.14100009452","0.14100009452","0.898","0.898","0.42178615106","0.42178615106","0.70700042071","0.70700042071","0.23200010764","0.23200010764","246.478","0","0.00709732","8.2","14.28","4.4834","0.11200004917","0.11200004917","7.20612","0.5207","0.22700003552","0.22700003552","57.2463","4"
"060750102001","0.06064864052","0.06064864052","0.18577783095","0.18577783095","0.164988","0.164988","0.15946663653",,"0.98422731545","0.98422731545","0.0098818869",,"-6.44932","0.0776233","0.000758237","7.6793","29.5442","3.7997","0.03656270437",,"9.29325","0.3408","0.57413250386","0.57413250386","57.1994","4"
"060750152003","0.09655196174",,"0.20100035968","0.20100035968","0.34","0.34","0.22546443023","0.22546443023","0.9719999975","0.9719999975","0.08100034428","0.08100034428","126.648","0","0.00181702","12.1","23.1","5.4453","0.11500038703","0.11500038703","6.52742","3.0921","0.61599996816","0.61599996816","57.1863","4"
"060750261004","0.17354901885","0.17354901885","0.17100001286","0.17100001286","0.892","0.892","0.27726202456","0.27726202456","0.75600008912","0.75600008912","0.28500001408",,"129.533","0","0.00997506","8.2","14.28","4.4834","0.10600000747","0.10600000747","1.50376","0.5207","0.21200002063","0.21200002063","56.9595","4"
"060750354003","0.133059","0.133059","0.139","0.139","0.64","0.64","0.246517","0.246517","0.797","0.797","0.163","0.163","9.41693","0","0.0166417","6.4","10.72","2.498","0.118","0.118","2.80347","1.8761","0.261","0.261","56.9327","4"
"060750158013","0.14266261031","0.14266261031","0.12799965148","0.12799965148","0.584001","0.584001","0.36155607325","0.36155607325","0.92999775496","0.92999775496","0.08599976196",,"101.694","0","0.00318079","12.0991","23.0986","5.445","0.120999688","0.120999688","6.68822","3.7988","0.2919994145","0.2919994145","56.8729","4"
"060750103003","0.103083","0.103083","0.205","0.205","0.434","0.434","0.323516","0.323516","0.853","0.853","0.097","0.097","94.9719","0","0.00129685","6.4036","20.4544","5.0552","0.077","0.077","6.39422","4.0278","0.36","0.36","56.8663","4"
"060750477011","0.11752988247","0.11752988247","0.177999822","0.177999822","0.634","0.634","0.25273874726","0.25273874726","0.84999915","0.84999915","0.237999762","0.237999762","129.209","0","0.00762872","4.3","12.69","2.7109","0.090999909","0.090999909","5.04055","4.6154","0.394999605","0.394999605","56.8662","4"
"060750228012","0.15701584298","0.15701584298","0.068999931","0.068999931","0.549","0.549","0.29384470616","0.29384470616","0.840999159","0.840999159","0.073999926","0.073999926","12.7995","0","0.0041732","13.9","37.03","6.7351","0.058999941","0.058999941","5.00402","5.9226","0.287999712","0.287999712","56.8661","4"
"060750108001","0.093325","0.093325","0.174","0.174","0.573","0.573","0.267211","0.267211","0.828","0.828","0.185","0.185","139.905","0","0.000530965","6.902","23.7902","4.6454","0.096","0.096","8.24098","4.9374","0.423","0.423","56.8464","4"
"060750168022","0.03857895307",,"0.07899975162","0.07899975162","0.422001","0.422001","0.25245241479","0.25245241479","0.90299764167","0.90299764167","0.03999986975",,"85.0675","0","0","13.696","53.9647","11.1205","0.12499965417","0.12499965417","11.3208","3.7988","0.55699830349","0.55699830349","56.8264","4"
"060750126021","0.14760788668","0.14760788668","0.09697713835","0.09697713835","0.181513","0.181513","0.07067694341",,"0.94261761529","0.94261761529","0.06885374304",,"-7.59946","0.348189","0.0292888","0","5.159","0","0.06303512257",,"5.07614","0.3354","0.52852531357","0.52852531357","56.559","4"
"060750229021","0.092276","0.092276","0.094","0.094","0.675","0.675","0.25935","0.25935","0.808","0.808","0.064",,"36.008","0","0.00150597","13.9","37.03","6.7351","0.101","0.101","9.61539","3.2195","0.169","0.169","56.5529","4"
"060750427002","0.14152712112","0.14152712112","0.16400018344","0.16400018344","0.62","0.62","0.35426826046","0.35426826046","0.80300087598","0.80300087598","0.26600024527","0.26600024527","123.346","0","0.00318644","4.3","12.69","2.7109","0.13200009378","0.13200009378","4.62449","4.6154","0.41700040707","0.41700040707","56.5396","4"
"060750615003","0.09197159503","0.09197159503","0.056478393",,"0.494667","0.494667","0.17037450385","0.17037450385","0.956169285","0.956169285","0.080258769",,"-16.99","0.227608","0.0014319","0","21.81","0","0.080258769",,"1.70068","19.0926","0.469662426","0.469662426","56.5392","4"
"060750229011","0.20362306486","0.20362306486","0.07100004363","0.07100004363","0.752","0.752","0.42237321559","0.42237321559","0.70600037318","0.70600037318","0.20300008401","0.20300008401","36.5588","0","0","13.9","37.03","6.7351","0.1150000557","0.1150000557","9.83227","3.2195","0.24200013368","0.24200013368","56.213","4"
"060750210001","0.08944703881","0.08944703881","0.09200002959","0.09200002959","0.313","0.313","0.11116003805","0.11116003805","0.97100025566","0.97100025566","0.0370000026",,"69.3542","0","0.0189519","13.9","37.03","6.7351","0.07300002388","0.07300002388","13.5659","2.1589","0.42500008383","0.42500008383","56.1861","4"
"060750121001","0.00980395098",,"0.108999455","0.108999455","0.490003","0.490003","0.37185414072","0.37185414072","0.89799551","0.89799551","0.12199939","0.12199939","105.708","0","0","7.9177","30.4811","3.8531","0.108999455","0.108999455","6.56872","4.9374","0.598997005","0.598997005","56.1664","4"
"060750111002","0.06055704095",,"0.14400015435","0.14400015435","0.455","0.455","0.22195726485","0.22195726485","0.88100087667","0.88100087667","0.14900008658",,"151.668","0","0.000184353","7.9","30.47","3.8247","0.12700010452","0.12700010452","10.223","4.8521","0.56300051786","0.56300051786","56.1531","4"
"060750427003","0.141527","0.141527","0.164","0.164","0.62","0.62","0.354268","0.354268","0.803","0.803","0.266","0.266","133.613","0","0.00555894","4.3","12.69","2.7109","0.132","0.132","2.06923","4.6154","0.417","0.417","55.8929","4"
"060750109003","0.063924","0.063924","0.145","0.145","0.355","0.355","0.16519","0.16519","0.955","0.955","0.078","0.078","86.2689","0","0.00463633","7.8368","30.2676","3.7941","0.077","0.077","7.57135","3.179","0.54","0.54","55.8462","4"
"060750605021","0.30496206759","0.30496206759","0.06800006396","0.06800006396","0.96",,"0.65788616863","0.65788616863","0.70800025195","0.70800025195","0.14100012171","0.14100012171","79.7825","0","0.0117341","11.2","16.81","7.5022","0.11100004225","0.11100004225","0.909505","17.613","0.15600006473",,"55.5928","4"
"060750605022","0.30496139008","0.30496139008","0.067999864","0.067999864","0.96",,"0.65788468423","0.65788468423","0.707998584","0.707998584","0.140999718","0.140999718","73.0882","0","0.0068221","11.2","16.81","7.5022","0.110999778","0.110999778","0.736649","17.613","0.155999688",,"55.5928","4"
"060750254023","0.18624454102","0.18624454102","0.09899978847","0.09899978847","0.625001","0.625001","0.17681063408",,"0.90099802081","0.90099802081","0.06499982542",,"7.4639","0","0.079745","13.8966","37.0045","6.7361","0.04799992104",,"6.19835","3.2195","0.17899963318","0.17899963318","55.566","4"
"060750228013","0.157016","0.157016","0.069","0.069","0.549","0.549","0.293845","0.293845","0.841","0.841","0.074","0.074","10.831","0","0.0059246","13.9","37.03","6.7351","0.059","0.059","6.65421","3.2195","0.288","0.288","55.5461","4"
"060750263011","0.14693259358","0.14693259358","0.14999957416","0.14999957416","0.857","0.857","0.4024038347","0.4024038347","0.69199807139","0.69199807139","0.32999903734","0.32999903734","177.48","0","0.00631395","8.2042","14.2836","4.4876","0.10899969079","0.10899969079","4.26986","0.5207","0.15199957397","0.15199957397","55.2796","4"
"060750230031","0.17438012609","0.17438012609","0.12399942782","0.12399942782","0.908001","0.908001","0.22273417823","0.22273417823","0.79399587895","0.79399587895","0.12799947226","0.12799947226","45.2265","0","0.00261742","23.2","38.58","16.1156","0.07099968158","0.07099968158","1.74034","17.613","0.16099922398","0.16099922398","55.2595","4"
"060750254031","0.166504","0.166504","0.126","0.126","0.793","0.793","0.36649","0.36649","0.82","0.82","0.177","0.177","83.3562","0","0.00182579","9.3241","18.784","4.9266","0.123","0.123","6.30372","2.9416","0.196","0.196","55.2396","4"
"060750256004","0.15865884134","0.15865884134","0.162999837","0.162999837","0.824","0.824","0.26963073037","0.26963073037","0.771999228","0.771999228","0.215999784","0.215999784","106.956","0","0.00260651","9.2751","15.1867","5.5653","0.094999905","0.094999905","4.14639","0.9145","0.193999806","0.193999806","54.9329","4"
"060750253004","0.16209783978","0.16209783978","0.08599993094","0.08599993094","0.492","0.492","0.20437280891","0.20437280891","0.92299896575","0.92299896575","0.10599972373",,"52.9378","0","0.0242866","13.9","37.03","6.7351","0.05699994799",,"10.0376","3.0326","0.2589998212","0.2589998212","54.8794","4"
"060750111001","0.060557","0.060557","0.144","0.144","0.455","0.455","0.221957","0.221957","0.881","0.881","0.149","0.149","158.284","0","0.000548748","7.9","30.47","3.8247","0.127","0.127","6.17844","4.9374","0.563","0.563","54.8331","4"
"060750314004","0.112635","0.112635","0.141","0.141","0.898","0.898","0.421786","0.421786","0.707","0.707","0.232","0.232","270.148","0","0.00621148","8.2","14.28","4.4833","0.112","0.112","5.13179","0.5207","0.227","0.227","54.593","4"
"060750427001","0.14152709604","0.14152709604","0.16399988541","0.16399988541","0.62","0.62","0.35426802885","0.35426802885","0.80299987101","0.80299987101","0.26599979323","0.26599979323","123.069","0","0.00202981","4.3","12.69","2.7109","0.13199976526","0.13199976526","3.45622","3.9085","0.41700001638","0.41700001638","54.5463","4"
"060750102003","0.061374","0.061374","0.188","0.188","0.155","0.155","0.161374","0.161374","0.996","0.996","0.01",,"-2.13881","0","0.00206312","7.7003","29.8302","3.728","0.037",,"6.82594","0.3448","0.581","0.581","54.5328","4"
"060750260012","0.197504","0.197504","0.127","0.127","0.897","0.897","0.350037","0.350037","0.717","0.717","0.195","0.195","160.195","0","0.0136425","8.2","14.28","4.4834","0.087","0.087","4.94252","0.5207","0.185","0.185","54.2662","4"
"060750251001","0.131897","0.131897","0.113","0.113","0.48","0.48","0.217519","0.217519","0.957","0.957","0.027",,"20.0034","0","0.00512827","13.9","37.03","6.7351","0.086","0.086","6.12662","3.2195","0.225","0.225","54.2261","4"
"060750215001","0.148567","0.148567","0.11","0.11","0.368","0.368","0.120491","0.120491","0.941","0.941","0.046",,"65.9838","0","0.0153918","9.8372","26.3327","4.8467","0.074",,"7.33753","2.2659","0.493","0.493","54.1861","4"
"060750112003","0.060429","0.060429","0.204","0.204","0.49","0.49","0.290123","0.290123","0.9","0.9","0.103","0.103","180.227","0","0.000393869","6.7009","13.011","3.6794","0.11","0.11","10.3627","4.9374","0.497","0.497","54.1598","4"
"060750314003","0.112635","0.112635","0.141","0.141","0.898","0.898","0.421786","0.421786","0.707","0.707","0.232","0.232","253.362","0","0.00199339","8.2","14.2799","4.4833","0.112","0.112","8.50881","0.5207","0.227","0.227","53.9064","4"
"060750203002","0.07823776529","0.07823776529","0.122999631","0.122999631","0.348002","0.348002","0.20841537475","0.20841537475","0.947997156","0.947997156","0.033999898",,"62.2476","0","0.00762417","6.0947","6.21","3.1649","0.104999685","0.104999685","10.9127","2.1589","0.438998683","0.438998683","53.8528","4"
"060750331003","0.191754","0.191754","0.174","0.174","0.67","0.67","0.118961","0.118961","0.916","0.916","0.109","0.109","34.9286","0","0.0104879","8","13.81","3.9498","0.064","0.064","3.5134","0.2606","0.143","0.143","45.9594","3"
